impactMethodName;impactMethodId;categoryName;categoryId;indicatorName;indicatorId;indicatorUnitName;gC
EDIP w/o LT;0dcac2ef-75da-4bb4-a07a-9ff901113177;resource consumption w/o LT;d1350bbd-bbd4-4322-b45b-9ff90111318e;non-renewable resources, silver w/o LT;67bf9ea1-47ce-407a-a758-9ff90111318e;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of longterm emissions.
EDIP w/o LT;0dcac2ef-75da-4bb4-a07a-9ff901113177;resource consumption w/o LT;bd690e55-1e08-4414-8b6d-9ff901113454;non-renewable resources, cobalt w/o LT;7034bfaa-a425-40fb-889a-9ff901113454;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of longterm emissions.
EDIP w/o LT;0dcac2ef-75da-4bb4-a07a-9ff901113177;resource consumption w/o LT;e5fa0465-3bd2-43c6-a80d-9ff901113354;non-renewable resources, lead w/o LT;230e0aba-16f3-4934-b789-9ff901113354;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of longterm emissions.
EDIP w/o LT;0dcac2ef-75da-4bb4-a07a-9ff901113177;resource consumption w/o LT;6b8d4878-a186-404b-b2d9-9ff90111345a;non-renewable resources, nickel w/o LT;264fa42c-0300-487e-bcf4-9ff90111345a;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of longterm emissions.
EDIP w/o LT;0dcac2ef-75da-4bb4-a07a-9ff901113177;resource consumption w/o LT;04eba6e4-25e4-4880-9a1f-9ff901113399;non-renewable resources, lanthanum w/o LT;d78d068f-29bd-47a7-bf3d-9ff901113399;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of longterm emissions.
EDIP w/o LT;0dcac2ef-75da-4bb4-a07a-9ff901113177;resource consumption w/o LT;a731db27-4372-4151-b543-9ff901113198;non-renewable resources, brown coal w/o LT;63cf042e-c078-4a1a-917c-9ff901113199;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of longterm emissions.
EDIP w/o LT;0dcac2ef-75da-4bb4-a07a-9ff901113177;environmental impact w/o LT;3790e394-fe07-4153-8873-9ff90111336a;photochemical ozone formation, low NOx POCP w/o LT;0ae8c834-d0b0-4e5c-9f3f-9ff90111336a;kg ethylene-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of longterm emissions.
EDIP w/o LT;0dcac2ef-75da-4bb4-a07a-9ff901113177;resource consumption w/o LT;60657f58-546c-4b0a-9fca-9ff901113398;non-renewable resources, palladium w/o LT;e54cc096-fd90-43b2-b6b5-9ff901113398;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of longterm emissions.
EDIP w/o LT;0dcac2ef-75da-4bb4-a07a-9ff901113177;environmental impact w/o LT;497713b9-903a-4bbc-94f6-9ff901113454;stratospheric ozone depletion, ODP 100a w/o LT;574b5c98-bd88-435a-ab28-9ff901113455;kg CFC-11-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of longterm emissions.
EDIP w/o LT;0dcac2ef-75da-4bb4-a07a-9ff901113177;environmental impact w/o LT;0c1df41b-5306-49ea-a672-9ff9011133a2;acidification w/o LT;3827601d-34f0-4f5b-aa77-9ff9011133a3;kg SO2-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of longterm emissions.
EDIP w/o LT;0dcac2ef-75da-4bb4-a07a-9ff901113177;environmental impact w/o LT;97714374-d81c-461a-a5a4-9ff90111319b;stratospheric ozone depletion, ODP 20a w/o LT;810247c1-4c4c-4060-8469-9ff90111319c;kg CFC-11-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of longterm emissions.
EDIP w/o LT;0dcac2ef-75da-4bb4-a07a-9ff901113177;resource consumption w/o LT;30cb51a5-9125-47e7-8efc-9ff901113493;renewable resources, wood w/o LT;69734f7f-edd9-4d85-ac0a-9ff901113493;m3;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of longterm emissions.
EDIP w/o LT;0dcac2ef-75da-4bb4-a07a-9ff901113177;environmental impact w/o LT;dc5337d9-db1a-4c6a-837f-9ff901113223;photochemical ozone formation, high NOx POCP w/o LT;a5994028-8c7d-49b9-9a0d-9ff901113223;kg ethylene-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of longterm emissions.
EDIP w/o LT;0dcac2ef-75da-4bb4-a07a-9ff901113177;environmental impact w/o LT;d4133a44-ede0-4480-ae51-9ff901113193;land filling, hazardous waste w/o LT;2211ceeb-5b4d-4429-a27a-9ff901113193;kg waste;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of longterm emissions.
EDIP w/o LT;0dcac2ef-75da-4bb4-a07a-9ff901113177;environmental impact w/o LT;5672cf79-7d60-4dbc-8d0d-9ff90111339b;nutrient enrichment, separate N potential w/o LT;c7437102-d835-4eaa-8be2-9ff90111339b;kg N;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of longterm emissions.
EDIP w/o LT;0dcac2ef-75da-4bb4-a07a-9ff901113177;resource consumption w/o LT;4fa96885-c3c0-4510-bbc7-9ff901113355;non-renewable resources, antimony w/o LT;b1aef04f-1d63-4474-b805-9ff901113355;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of longterm emissions.
EDIP w/o LT;0dcac2ef-75da-4bb4-a07a-9ff901113177;environmental impact w/o LT;1534bfc1-f6ca-41ed-aaae-9ff901113303;ecotoxicity, acute, in water w/o LT;a0ea0dee-87e0-426d-85ee-9ff901113304;m3 water;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of longterm emissions.
EDIP w/o LT;0dcac2ef-75da-4bb4-a07a-9ff901113177;resource consumption w/o LT;a9602a25-6c79-4720-88fd-9ff90111319a;non-renewable resources, natural gas w/o LT;14a9ef09-65a1-4099-b527-9ff90111319b;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of longterm emissions.
EDIP w/o LT;0dcac2ef-75da-4bb4-a07a-9ff901113177;environmental impact w/o LT;73783c51-8d67-47f8-8dc0-9ff901113278;ecotoxicity, chronic, in water w/o LT;e43c0ff1-9769-4953-abc0-9ff901113278;m3 water;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of longterm emissions.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;b3b1f38c-7958-4f52-9ea6-9ff901112b62;natural gas;f81dba43-0e2f-4ae8-8709-9ff901112b62;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;5b623285-0781-4ae4-b0a2-9ff901112994;lanthanum;b66fc373-1e9d-41db-8699-9ff901112994;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;f4d87389-a2b1-48b2-b404-9ff901112afe;molybdenum;55b5f3bf-76f3-4d49-a518-9ff901112afe;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;681acedf-270c-45ef-88b3-9ff901112ac8;copper;70fb14bd-effb-414d-8aac-9ff901112ac8;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;3dc6c6fa-81c0-4b4b-aee0-9ff901112b2d;palladium;fb2d12ba-b957-4267-8c8a-9ff901112b2e;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;d3e95cfc-4abe-4b47-bc72-9ff901112acc;nickel;2e68f79f-673d-4bef-b6e8-9ff901112acd;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;0a96ba83-f457-4dc2-adb7-9ff901112b2b;silver;aae67931-3cec-419a-b7ca-9ff901112b2b;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;7fa8aca7-7a0a-46d6-8c27-9ff901112ba5;mercury;0e38ccf1-325e-4af2-b983-9ff901112ba5;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;global warming;6d9f112b-9eb0-41c0-afdf-9ff901112a41;GWP 100a;3ef4b655-2bbc-439e-b271-9ff901112a41;kg CO2-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;eutrophication;2c360002-3098-4961-8a0d-9ff901112b98;combined potential;478d2da3-6595-489d-b1e9-9ff901112b99;kg NO3-;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;37070764-eeff-4f75-ab34-9ff901112b61;cerium;bfab6e0d-4bee-4b81-bcb1-9ff901112b61;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;452b7c5a-4bdd-4d54-864e-9ff901112b1c;iron;bc3741bb-6485-4839-9e5c-9ff901112b1c;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;49664450-4e66-490b-93b0-9ff90111291e;cobalt;e249189b-7319-44cd-80e2-9ff90111291e;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;photochemical ozone formation;582f9890-5174-4ec9-b245-9ff901112b30;impacts on vegetation;1c56423b-2237-480e-9c16-9ff901112b30;m2.ppm.h;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;land filling;aac78b81-1dc1-4010-a1c8-9ff901112ba3;bulk waste;632f44e3-e2c3-461f-a92a-9ff901112ba4;kg waste;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;a061f05e-efff-4c92-ab12-9ff9011129d2;brown coal;913b8dbd-c17b-43ab-8ecb-9ff9011129d2;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;human toxicity;9402d78f-0e6f-48f2-bfc9-9ff901112ace;via soil;adbffa1c-c4e2-4ef4-ab29-9ff901112ace;m3 soil;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;global warming;e197e521-6f28-4310-a4e4-9ff9011129d3;GWP 500a;5d21a995-4ab6-4d67-8b74-9ff9011129d3;kg CO2-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;ecotoxicity;8ee4db0b-0ccc-4246-a085-9ff9011128b4;chronic, in water;a9bd24a4-d364-410a-b6f2-9ff9011128b5;m3 water;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;human toxicity;49da016e-a09b-4ed9-b7a1-9ff901112b64;via surface water;61ff7a7b-663b-48c7-8a99-9ff901112b64;m3 water;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;5245101a-4a2c-431d-bc93-9ff901112ba6;gold;ae82e004-5c78-4f75-978e-9ff901112ba6;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;land filling;f4d760fa-1858-4727-9e71-9ff901112a75;radioactive waste;89108038-bd35-49e9-90f7-9ff901112a76;kg waste;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;ecotoxicity;678c2f15-a6a2-4e18-b841-9ff901112996;chronic, in soil;3629f4ce-d90a-4ad1-94c3-9ff901112996;m3 soil;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;global warming;266fe1b5-52a6-47bd-bdc6-9ff901112920;GWP 20a;c360a9dc-8bc6-4c45-b563-9ff901112921;kg CO2-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;875acb54-be83-4d2a-82e8-9ff901112996;tantalum;ababd15d-6d5f-48bc-807d-9ff901112996;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;photochemical ozone formation;1960dc97-d582-48f4-99c5-9ff901112a06;impacts on human health;9e09e8be-5a66-4aa6-971b-9ff901112a06;person.ppm.h;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;fb8730ac-cfd4-454d-b78f-9ff9011128b3;zinc;ae21c3fc-b068-4e39-a191-9ff9011128b4;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;land filling;01c6854a-daf4-48fc-ba5f-9ff901112993;slag and ashes;99d61eb4-22c4-4195-bdac-9ff901112993;kg waste;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;ad6b61c2-8c35-4a81-b88d-9ff90111291f;aluminium;e98e7474-8d67-4c32-8d81-9ff90111291f;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;eutrophication;32d74178-2fe3-4513-99cc-9ff901112aae;separate N potential;82feb982-6fde-49a1-af5b-9ff901112aae;kg N;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;human toxicity;0de7d626-32d5-4b79-b548-9ff901112a77;via air;7d9153cb-2182-473f-855f-9ff901112a78;m3 air;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;renewable resources;ac4a6fdb-e1ce-4171-b347-9ff901112afb;wood;4f8e2f97-d5c4-437c-8865-9ff901112afb;m3;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;land filling;62aa4ae3-ba69-4f6e-87b9-9ff9011128b2;hazardous waste;e4ae766c-a21a-4411-b5c9-9ff9011128b2;kg waste;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;eedb5500-d8e0-4ac6-a96e-9ff901112b63;lead;1ac3476f-3149-4108-b8b4-9ff901112b63;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;acidification;d7c32dad-3e99-40ce-8ecc-9ff901112ac0;acidification;24118f2b-544c-426a-9a70-9ff901112ac1;m2;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;eutrophication;f7fe835e-dfcd-4f23-af1a-9ff901112a02;separate P potential;be5417ea-2f1a-48a0-99e1-9ff901112a02;kg P;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;ecotoxicity;8d37222d-7b51-4347-a51d-9ff901112b00;acute, in water;272bac3b-a451-4221-bc12-9ff901112b01;m3 water;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;1435c90f-ae07-419f-9dd2-9ff901112995;oil;24fbf723-65a9-4a59-9e9e-9ff901112995;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;stratospheric ozone depletion;8a52902c-bdf2-4974-881a-9ff901112a39;ODP total;7744be65-fe28-4dca-878e-9ff901112a39;kg CFC-11-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;ecotoxicity;a8fc7fed-74b0-4514-9af5-9ff901112b1c;in sewage treatment plants;97f07660-1598-4583-b67b-9ff901112b1d;m3 waste water;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;eutrophication;844a2eb9-dc8d-4289-be1c-9ff901112b2e;terrestrial eutrophication;524daf5d-bb4b-4efe-9399-9ff901112b2f;m2;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;e67ef5f8-4350-46c3-aff7-9ff9011129d2;tin;63e5ffc7-dca2-4e46-858b-9ff9011129d3;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;3bcf8e75-0519-4f48-b32a-9ff90111291f;platinum;84ffd99d-1eac-46f2-bf01-9ff901112920;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;7d9c501e-83cf-4f94-90c7-9ff901112afd;coal;f3a6c943-6cb3-4e80-9a69-9ff901112afd;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;3381f4b7-80cd-4b7a-81be-9ff901112a77;cadmium;e782d623-7902-4390-b10c-9ff901112a77;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;9c7d19b8-877f-4d9d-81f5-9ff901112a40;manganese;d24d027c-8d1f-4883-9f36-9ff901112a40;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003;96ec376e-d129-436c-bf8b-9ff9011128b2;non-renewable resources;e461db34-0593-4720-8426-9ff901112acb;antimony;60ca8e0b-9f6e-4320-a525-9ff901112acc;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP2003 w/o LT;52b8b33b-907a-4f2d-84dc-9ff9011120d8;non-renewable resources w/o LT;0d318cfc-296f-4470-88f9-9ff901112251;iron w/o LT;e69d3e9e-7060-406b-95c4-9ff901112251;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of Long-term emissions.
EDIP2003 w/o LT;52b8b33b-907a-4f2d-84dc-9ff9011120d8;global warming w/o LT;ea8558fe-a394-431e-a910-9ff9011121e0;GWP 20a w/o LT;f20f26ce-c46b-4ebf-8e35-9ff9011121e0;kg CO2-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of Long-term emissions.
EDIP2003 w/o LT;52b8b33b-907a-4f2d-84dc-9ff9011120d8;eutrophication w/o LT;f330db37-ca3c-4ecc-b001-9ff901112240;separate N potential w/o LT;619954cb-b7f6-42fd-a88f-9ff901112241;kg N;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of Long-term emissions.
EDIP2003 w/o LT;52b8b33b-907a-4f2d-84dc-9ff9011120d8;human toxicity w/o LT;8fe1d000-72f9-4eab-aad1-9ff901112257;via surface water w/o LT;e8a9f60b-23a3-4d65-911a-9ff901112257;m3 water;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of Long-term emissions.
EDIP2003 w/o LT;52b8b33b-907a-4f2d-84dc-9ff9011120d8;photochemical ozone formation w/o LT;eb66c6e8-7b97-4019-83d5-9ff901112210;impacts on human health w/o LT;541067b0-2733-4136-afad-9ff901112210;person.ppm.h;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of Long-term emissions.
EDIP2003 w/o LT;52b8b33b-907a-4f2d-84dc-9ff9011120d8;global warming w/o LT;f249b22a-e63c-4af8-8125-9ff90111214d;GWP 100a w/o LT;2331e218-2895-430b-a235-9ff90111214d;kg CO2-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of Long-term emissions.
EDIP2003 w/o LT;52b8b33b-907a-4f2d-84dc-9ff9011120d8;non-renewable resources w/o LT;91082aa4-9714-464c-b0fa-9ff90111224e;tin w/o LT;f7366a1b-d699-482d-8112-9ff90111224f;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of Long-term emissions.
EDIP2003 w/o LT;52b8b33b-907a-4f2d-84dc-9ff9011120d8;land filling w/o LT;027aac8a-11ec-456c-b042-9ff90111223f;slag and ashes w/o LT;e925420f-faea-46ec-b661-9ff90111223f;kg waste;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of Long-term emissions.
EDIP2003 w/o LT;52b8b33b-907a-4f2d-84dc-9ff9011120d8;human toxicity w/o LT;4d6ecc47-09a6-4b6a-9aea-9ff9011120d8;via air w/o LT;2616dffb-bcf7-420c-a869-9ff9011120d9;m3 air;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here. NO assessment of Long-term emissions.
