Exporting,Importing,Item,Value,VWC,VWT
Egypt,Ghana,Soya bean oil,1054.7,4117,4342199.9
Egypt,Israel,Soya bean oil,69.17,4117,284772.89
Egypt,Jordan,Soya bean oil,11221.92,4117,46200644.64
Egypt,Kenya,Soya bean oil,172.84,4117,711582.28
Egypt,Kuwait,Soya bean oil,474.54,4117,1953681.1800000002
Egypt,Lebanon,Soya bean oil,814.06,4117,3351485.0199999996
Egypt,Libya,Soya bean oil,3728.46,4117,15350069.82
Egypt,Madagascar,Soya bean oil,1815.47,4117,7474289.99
Egypt,Mauritius,Soya bean oil,2879.98,4117,11856877.66
Egypt,Morocco,Soya bean oil,3236.97,4117,13326605.489999998
El Salvador,Guatemala,Soya bean oil,78.64,4117,323760.88
El Salvador,Honduras,Soya bean oil,293.07,4117,1206569.19
Estonia,Finland,Soya bean oil,0.15,4117,617.55
Estonia,Latvia,Soya bean oil,82.2,4117,338417.4
Fiji,Kiribati,Soya bean oil,0.21,4117,864.5699999999999
Fiji,Nauru,Soya bean oil,12.06,4117,49651.020000000004
France,Egypt,Soya bean oil,4.54,4117,18691.18
France,French Polynesia,Soya bean oil,5.27,4117,21696.589999999997
France,Germany,Soya bean oil,540.04,4117,2223344.6799999997
France,India,Soya bean oil,19.81,4117,81557.76999999999
France,Israel,Soya bean oil,0.06,4117,247.01999999999998
France,Italy,Soya bean oil,70.86,4117,291730.62
France,Japan,Soya bean oil,0.01,4117,41.17
France,Latvia,Soya bean oil,1.55,4117,6381.35
France,Luxembourg,Soya bean oil,0.7,4117,2881.8999999999996
France,Mexico,Soya bean oil,2.0,4117,8234.0
France,Morocco,Soya bean oil,26601.34,4117,109517716.78
Germany,Egypt,Soya bean oil,8.73,4117,35941.41
Germany,Estonia,Soya bean oil,0.1,4117,411.70000000000005
Germany,Finland,Soya bean oil,1.52,4117,6257.84
Germany,France,Soya bean oil,5564.11,4117,22907440.869999997
Germany,Greece,Soya bean oil,5.33,4117,21943.61
Germany,Honduras,Soya bean oil,328.42,4117,1352105.1400000001
Germany,Hungary,Soya bean oil,1954.5,4117,8046676.5
Germany,India,Soya bean oil,26575.58,4117,109411662.86000001
Germany,Indonesia,Soya bean oil,5.21,4117,21449.57
Germany,Ireland,Soya bean oil,100.94,4117,415569.98
Germany,Israel,Soya bean oil,0.22,4117,905.74
Germany,Italy,Soya bean oil,6511.12,4117,26806281.04
Germany,Jamaica,Soya bean oil,916.74,4117,3774218.58
Germany,Japan,Soya bean oil,47.65,4117,196175.05
Germany,Jordan,Soya bean oil,2.84,4117,11692.279999999999
Germany,Latvia,Soya bean oil,1.0,4117,4117.0
Germany,Lebanon,Soya bean oil,1290.3,4117,5312165.1
Germany,Lithuania,Soya bean oil,102.22,4117,420839.74
Germany,Luxembourg,Soya bean oil,39.33,4117,161921.61
Germany,Malaysia,Soya bean oil,11.45,4117,47139.649999999994
Germany,Mauritius,Soya bean oil,627.94,4117,2585228.9800000004
Germany,Mexico,Soya bean oil,298.69,4117,1229706.73
Germany,Morocco,Soya bean oil,3000.33,4117,12352358.61
Ghana,Ireland,Soya bean oil,0.13,4117,535.21
Greece,France,Soya bean oil,0.66,4117,2717.2200000000003
Greece,Germany,Soya bean oil,61.43,4117,252907.31
Greece,Israel,Soya bean oil,2543.8,4117,10472824.600000001
Greece,Italy,Soya bean oil,557.88,4117,2296791.96
Greece,Jordan,Soya bean oil,109.68,4117,451552.56000000006
Greece,Lebanon,Soya bean oil,43.88,4117,180653.96000000002
Guatemala,El Salvador,Soya bean oil,667.68,4117,2748838.5599999996
Guatemala,Honduras,Soya bean oil,467.83,4117,1926056.1099999999
Guatemala,Mexico,Soya bean oil,8609.62,4117,35445805.54000001
Honduras,Guatemala,Soya bean oil,0.0,4117,0.0
Hungary,Germany,Soya bean oil,1363.5,4117,5613529.5
Hungary,Greece,Soya bean oil,27.9,4117,114864.29999999999
Hungary,Italy,Soya bean oil,148.02,4117,609398.3400000001
Hungary,Lithuania,Soya bean oil,24.9,4117,102513.29999999999
Hungary,Malaysia,Soya bean oil,775.38,4117,3192239.46
India,Fiji,Soya bean oil,21.92,4117,90244.64000000001
India,Gambia,Soya bean oil,0.03,4117,123.50999999999999
India,Germany,Soya bean oil,0.01,4117,41.17
India,Ghana,Soya bean oil,129.69,4117,533933.73
India,Iraq,Soya bean oil,0.76,4117,3128.92
India,Jordan,Soya bean oil,5000.0,4117,20585000.0
India,Kuwait,Soya bean oil,27.63,4117,113752.70999999999
India,Liberia,Soya bean oil,10.5,4117,43228.5
India,Malaysia,Soya bean oil,0.06,4117,247.01999999999998
India,Maldives,Soya bean oil,0.05,4117,205.85000000000002
India,Mauritania,Soya bean oil,0.05,4117,205.85000000000002
India,Myanmar,Soya bean oil,459.68,4117,1892502.56
India,Nepal,Soya bean oil,0.39,4117,1605.63
Italy,Egypt,Soya bean oil,20700.95,4117,85225811.15
Italy,Ethiopia,Soya bean oil,6.5,4117,26760.5
Italy,Finland,Soya bean oil,9.9,4117,40758.3
Italy,France,Soya bean oil,1616.67,4117,6655830.390000001
Italy,Germany,Soya bean oil,991.76,4117,4083075.92
Italy,Ghana,Soya bean oil,45.35,4117,186705.95
Italy,Greece,Soya bean oil,4534.36,4117,18667960.119999997
Italy,Guinea,Soya bean oil,75.02,4117,308857.33999999997
Italy,Hungary,Soya bean oil,9.04,4117,37217.67999999999
Italy,Ireland,Soya bean oil,132.8,4117,546737.6000000001
Italy,Israel,Soya bean oil,1.29,4117,5310.93
Italy,Japan,Soya bean oil,3.55,4117,14615.349999999999
Italy,Lebanon,Soya bean oil,11.69,4117,48127.729999999996
Italy,Malaysia,Soya bean oil,18.27,4117,75217.59
Italy,Maldives,Soya bean oil,20.14,4117,82916.38
Italy,Malta,Soya bean oil,254.1,4117,1046129.7
Italy,Montenegro,Soya bean oil,0.8,4117,3293.6000000000004
Italy,Morocco,Soya bean oil,26865.0,4117,110603205.0
Italy,Nepal,Soya bean oil,4200.0,4117,17291400.0
Jamaica,Haiti,Soya bean oil,28.7,4117,118157.9
Japan,Malaysia,Soya bean oil,492.06,4117,2025811.02
Japan,Micronesia (Federated States of),Soya bean oil,1.98,4117,8151.66
Kazakhstan,Kyrgyzstan,Soya bean oil,0.06,4117,247.01999999999998
Latvia,Estonia,Soya bean oil,137.24,4117,565017.0800000001
Latvia,France,Soya bean oil,3420.0,4117,14080140.0
Latvia,Germany,Soya bean oil,2.33,4117,9592.61
Latvia,Lithuania,Soya bean oil,0.57,4117,2346.6899999999996
Lebanon,Ghana,Soya bean oil,0.05,4117,205.85000000000002
Lebanon,Liberia,Soya bean oil,0.03,4117,123.50999999999999
Lithuania,Estonia,Soya bean oil,274.46,4117,1129951.8199999998
Lithuania,Latvia,Soya bean oil,575.8,4117,2370568.5999999996
Luxembourg,France,Soya bean oil,0.52,4117,2140.84
Luxembourg,Germany,Soya bean oil,15.3,4117,62990.100000000006
Madagascar,Mauritius,Soya bean oil,2420.84,4117,9966598.280000001
Malaysia,Fiji,Soya bean oil,9611.04,4117,39568651.68000001
Malaysia,Guyana,Soya bean oil,22.66,4117,93291.22
Malaysia,India,Soya bean oil,65.94,4117,271474.98
Malaysia,Indonesia,Soya bean oil,15565.34,4117,64082504.78
Malaysia,Iraq,Soya bean oil,39.3,4117,161798.09999999998
Malaysia,Japan,Soya bean oil,640.23,4117,2635826.91
Malaysia,Jordan,Soya bean oil,23.3,4117,95926.1
Malaysia,Kuwait,Soya bean oil,1066.96,4117,4392674.32
Malaysia,Madagascar,Soya bean oil,89.6,4117,368883.19999999995
Malaysia,Maldives,Soya bean oil,693.81,4117,2856415.7699999996
Malaysia,Mauritius,Soya bean oil,220.0,4117,905740.0
Malaysia,Mongolia,Soya bean oil,138.87,4117,571727.79
Malaysia,Myanmar,Soya bean oil,1004.33,4117,4134826.6100000003
Mali,Mauritania,Soya bean oil,355.0,4117,1461535.0
Malta,Italy,Soya bean oil,0.02,4117,82.34
Mauritius,France,Soya bean oil,0.8,4117,3293.6000000000004
Mauritius,Madagascar,Soya bean oil,141.33,4117,581855.6100000001
Mexico,Honduras,Soya bean oil,615.3,4117,2533190.0999999996
Morocco,Equatorial Guinea,Soya bean oil,180.73,4117,744065.4099999999
Morocco,France,Soya bean oil,149.93,4117,617261.81
Morocco,Gabon,Soya bean oil,18.26,4117,75176.42000000001
Morocco,Gambia,Soya bean oil,133.77,4117,550731.0900000001
Morocco,Guinea,Soya bean oil,291.86,4117,1201587.62
Morocco,Guinea-Bissau,Soya bean oil,277.64,4117,1143043.88
Morocco,Lebanon,Soya bean oil,91.32,4117,375964.43999999994
Morocco,Libya,Soya bean oil,941.02,4117,3874179.34
Morocco,Mauritania,Soya bean oil,7265.74,4117,29913051.58
Mozambique,Ghana,Soya bean oil,522.6,4117,2151544.2
Mozambique,India,Soya bean oil,0.04,4117,164.68
Mozambique,Mauritius,Soya bean oil,480.0,4117,1976160.0
Nepal,India,Soya bean oil,83598.85,4117,344176465.45000005
Angola,Malta,Rice,0.1,2145,214.5
Austria,Germany,Rice,15.96,2145,34234.200000000004
Austria,Hungary,Rice,4.09,2145,8773.05
Austria,Italy,Rice,0.22,2145,471.9
Austria,Malta,Rice,0.1,2145,214.5
Bahrain,Iraq,Rice,0.2,2145,429.0
Bahrain,Jordan,Rice,0.0,2145,0.0
Bahrain,Kuwait,Rice,0.15,2145,321.75
Bahrain,Mozambique,Rice,2.0,2145,4290.0
Bangladesh,Ethiopia,Rice,0.03,2145,64.35
Bangladesh,France,Rice,7.67,2145,16452.15
Bangladesh,Germany,Rice,1.94,2145,4161.3
Bangladesh,Ireland,Rice,19.9,2145,42685.5
Bangladesh,Lebanon,Rice,3.0,2145,6435.0
Bangladesh,Malaysia,Rice,0.0,2145,0.0
Belgium,France,Rice,12.0,2145,25740.0
Belgium,Germany,Rice,85.26,2145,182882.7
Belgium,Hungary,Rice,75.11,2145,161110.95
Belgium,Ireland,Rice,0.08,2145,171.6
Belgium,Italy,Rice,1179.68,2145,2530413.6
Belgium,Luxembourg,Rice,0.58,2145,1244.1
Belgium,Malta,Rice,0.02,2145,42.9
Belize,Guatemala,Rice,79.73,2145,171020.85
Bosnia and Herzegovina,Montenegro,Rice,1.72,2145,3689.4
Botswana,India,Rice,0.0,2145,0.0
Botswana,Namibia,Rice,0.66,2145,1415.7
Brazil,El Salvador,Rice,48464.06,2145,103955408.69999999
Brazil,Greece,Rice,0.89,2145,1909.05
Brazil,Guatemala,Rice,56438.0,2145,121059510.0
Brazil,Guyana,Rice,16.4,2145,35178.0
Brazil,Honduras,Rice,53175.9,2145,114062305.5
Brazil,India,Rice,0.01,2145,21.45
Brazil,Italy,Rice,0.03,2145,64.35
Brazil,Japan,Rice,0.82,2145,1758.8999999999999
Brazil,Liberia,Rice,14.14,2145,30330.300000000003
Brazil,Luxembourg,Rice,0.44,2145,943.8
Brazil,Malta,Rice,2.24,2145,4804.8
Brazil,Marshall Islands,Rice,11.89,2145,25504.050000000003
Brazil,Mexico,Rice,454517.8,2145,974940681.0
Brunei Darussalam,Malaysia,Rice,0.0,2145,0.0
Bulgaria,France,Rice,0.24,2145,514.8
Bulgaria,Greece,Rice,1.0,2145,2145.0
Bulgaria,Italy,Rice,8624.12,2145,18498737.400000002
Burkina Faso,Liberia,Rice,40.0,2145,85800.0
"China, mainland",Indonesia,Rice,12.06,2145,25868.7
"China, mainland",Kenya,Rice,0.02,2145,42.9
"China, mainland",Madagascar,Rice,25.0,2145,53625.0
"China, mainland",Mali,Rice,0.86,2145,1844.7
"China, mainland",Mozambique,Rice,24.6,2145,52767.0
"China, mainland",Myanmar,Rice,25.0,2145,53625.0
"China, mainland",Nepal,Rice,175.19,2145,375782.55
Côte d'Ivoire,France,Rice,0.21,2145,450.45
Côte d'Ivoire,Malaysia,Rice,11.38,2145,24410.100000000002
Côte d'Ivoire,Mali,Rice,6.75,2145,14478.75
Czechia,Germany,Rice,0.12,2145,257.4
Czechia,Hungary,Rice,0.63,2145,1351.35
Denmark,Faroe Islands,Rice,2.1,2145,4504.5
Denmark,Germany,Rice,0.8,2145,1716.0
Denmark,Iceland,Rice,4.3,2145,9223.5
Denmark,Israel,Rice,0.0,2145,0.0
Armenia,Russian Federation,Rice,0.4,2145,858.0
Australia,New Zealand,Rice,0.01,2145,21.45
Austria,Slovakia,Rice,0.25,2145,536.25
Austria,Slovenia,Rice,3.62,2145,7764.900000000001
Austria,South Africa,Rice,0.01,2145,21.45
Austria,Switzerland,Rice,0.05,2145,107.25
Bahrain,Niger,Rice,8.0,2145,17160.0
Bahrain,Saudi Arabia,Rice,1.46,2145,3131.7
Bahrain,Senegal,Rice,1.5,2145,3217.5
Bahrain,South Africa,Rice,26.0,2145,55770.0
Bangladesh,Pakistan,Rice,332.0,2145,712140.0
Bangladesh,South Africa,Rice,2.24,2145,4804.8
Bangladesh,United Kingdom of Great Britain and Northern Ireland,Rice,13.15,2145,28206.75
Belgium,Netherlands (Kingdom of the),Rice,69.23,2145,148498.35
Belgium,Poland,Rice,15.58,2145,33419.1
Belgium,Portugal,Rice,2.94,2145,6306.3
Belgium,Qatar,Rice,0.34,2145,729.3000000000001
Belgium,Romania,Rice,0.83,2145,1780.35
Belgium,Slovakia,Rice,0.27,2145,579.1500000000001
Belgium,Slovenia,Rice,0.71,2145,1522.9499999999998
Belgium,South Africa,Rice,1.8,2145,3861.0
Belgium,Spain,Rice,54.39,2145,116666.55
Belgium,Sweden,Rice,0.04,2145,85.8
Belgium,Switzerland,Rice,0.72,2145,1544.3999999999999
Belgium,Ukraine,Rice,0.04,2145,85.8
Belgium,United Kingdom of Great Britain and Northern Ireland,Rice,8.41,2145,18039.45
Benin,Niger,Rice,23.89,2145,51244.05
Benin,Nigeria,Rice,258.0,2145,553410.0
Benin,United Arab Emirates,Rice,347.3,2145,744958.5
Bosnia and Herzegovina,Slovenia,Rice,0.07,2145,150.15
Brazil,Netherlands (Kingdom of the),Rice,6137.59,2145,13165130.55
Brazil,Norway,Rice,0.6,2145,1287.0
Brazil,Pakistan,Rice,0.1,2145,214.5
Brazil,Panama,Rice,11.35,2145,24345.75
Brazil,Paraguay,Rice,81.39,2145,174581.55
Brazil,Philippines,Rice,0.26,2145,557.7
Brazil,Portugal,Rice,0.63,2145,1351.35
Brazil,Republic of Korea,Rice,0.3,2145,643.5
Brazil,Saint Vincent and the Grenadines,Rice,0.03,2145,64.35
Brazil,Singapore,Rice,2.69,2145,5770.05
Brazil,Switzerland,Rice,0.17,2145,364.65000000000003
Brazil,Thailand,Rice,0.67,2145,1437.15
Brazil,United Kingdom of Great Britain and Northern Ireland,Rice,0.16,2145,343.2
Brazil,United States of America,Rice,0.14,2145,300.3
Brazil,Uruguay,Rice,65.15,2145,139746.75
Brazil,Venezuela (Bolivarian Republic of),Rice,164770.03,2145,353431714.35
Brunei Darussalam,Thailand,Rice,0.0,2145,0.0
Bulgaria,Netherlands (Kingdom of the),Rice,0.29,2145,622.05
Bulgaria,Romania,Rice,3101.74,2145,6653232.3
Bulgaria,Türkiye,Rice,9337.66,2145,20029280.7
Bulgaria,Ukraine,Rice,2336.12,2145,5010977.399999999
Bulgaria,United Kingdom of Great Britain and Northern Ireland,Rice,1.93,2145,4139.849999999999
Canada,Nigeria,Rice,0.08,2145,171.6
Canada,United States of America,Rice,479.46,2145,1028441.7
Chile,Venezuela (Bolivarian Republic of),Rice,110.42,2145,236850.9
"China, mainland",Nigeria,Rice,31.65,2145,67889.25
"China, mainland",Pakistan,Rice,12188.1,2145,26143474.5
"China, mainland",Philippines,Rice,6634.57,2145,14231152.649999999
"China, mainland",Sri Lanka,Rice,0.02,2145,42.9
"China, mainland",Sudan,Rice,0.06,2145,128.7
"China, mainland",Uganda,Rice,19.23,2145,41248.35
"China, mainland",Uruguay,Rice,0.01,2145,21.45
"China, mainland",Viet Nam,Rice,3208.69,2145,6882640.05
"China, mainland",Zimbabwe,Rice,0.23,2145,493.35
Colombia,Peru,Rice,0.06,2145,128.7
Costa Rica,Panama,Rice,310.5,2145,666022.5
Côte d'Ivoire,Niger,Rice,2.16,2145,4633.200000000001
Côte d'Ivoire,Nigeria,Rice,0.39,2145,836.5500000000001
Côte d'Ivoire,Sierra Leone,Rice,1.5,2145,3217.5
Côte d'Ivoire,Tunisia,Rice,0.05,2145,107.25
Côte d'Ivoire,United States of America,Rice,0.01,2145,21.45
Czechia,Netherlands (Kingdom of the),Rice,0.0,2145,0.0
Czechia,Slovakia,Rice,0.1,2145,214.5
Denmark,Norway,Rice,0.09,2145,193.04999999999998
Ecuador,Costa Rica,Rice,163.29,2145,350257.05
France,Belgium,Rice,707.1,2145,1516729.5
France,Canada,Rice,0.04,2145,85.8
France,Chad,Rice,0.0,2145,0.0
France,Chile,Rice,0.02,2145,42.9
France,Côte d'Ivoire,Rice,0.49,2145,1051.05
France,Denmark,Rice,0.01,2145,21.45
Germany,Austria,Rice,165.94,2145,355941.3
Germany,Azerbaijan,Rice,0.84,2145,1801.8
Germany,Belgium,Rice,6.39,2145,13706.55
Germany,Bulgaria,Rice,0.06,2145,128.7
Germany,Chile,Rice,2.4,2145,5148.0
Germany,Czechia,Rice,1.87,2145,4011.15
Germany,Denmark,Rice,1.27,2145,2724.15
Germany,Dominican Republic,Rice,0.02,2145,42.9
Ghana,Belgium,Rice,0.14,2145,300.3
Greece,Belgium,Rice,4593.43,2145,9852907.350000001
Greece,Bulgaria,Rice,10345.57,2145,22191247.65
Greece,Cyprus,Rice,12.76,2145,27370.2
Greece,Denmark,Rice,0.27,2145,579.1500000000001
Hungary,Bosnia and Herzegovina,Rice,0.2,2145,429.0
India,Afghanistan,Rice,2.0,2145,4290.0
India,Australia,Rice,3.0,2145,6435.0
India,Bangladesh,Rice,3643.38,2145,7815050.100000001
India,Bhutan,Rice,58.25,2145,124946.25
India,Canada,Rice,4.0,2145,8580.0
India,Colombia,Rice,1.9,2145,4075.5
India,Djibouti,Rice,0.6,2145,1287.0
Indonesia,Brunei Darussalam,Rice,44.0,2145,94380.0
Iran (Islamic Republic of),Austria,Rice,0.02,2145,42.9
Iran (Islamic Republic of),Azerbaijan,Rice,2.55,2145,5469.75
Iran (Islamic Republic of),Belgium,Rice,0.0,2145,0.0
Iran (Islamic Republic of),Canada,Rice,0.02,2145,42.9
Italy,Albania,Rice,24.0,2145,51480.0
Italy,Austria,Rice,196.18,2145,420806.10000000003
Italy,Azerbaijan,Rice,1.0,2145,2145.0
Italy,Belgium,Rice,735.49,2145,1577626.05
Italy,Brazil,Rice,6.05,2145,12977.25
Italy,Bulgaria,Rice,303.01,2145,649956.45
Italy,Burkina Faso,Rice,10.0,2145,21450.0
Italy,Canada,Rice,0.96,2145,2059.2
Italy,Croatia,Rice,0.62,2145,1329.9
Italy,Cyprus,Rice,41.0,2145,87945.0
Italy,Czechia,Rice,85.73,2145,183890.85
Italy,Denmark,Rice,10.07,2145,21600.15
Kenya,Democratic Republic of the Congo,Rice,9.76,2145,20935.2
Lebanon,Canada,Rice,0.24,2145,514.8
Lebanon,Cyprus,Rice,0.4,2145,858.0
Luxembourg,Azerbaijan,Rice,0.01,2145,21.45
Luxembourg,Belgium,Rice,0.13,2145,278.85
Mozambique,Antigua and Barbuda,Rice,0.09,2145,193.04999999999998
Mozambique,Belgium,Rice,0.35,2145,750.75
Mozambique,"China, mainland",Rice,0.08,2145,171.6
Mozambique,Croatia,Rice,0.1,2145,214.5
Mozambique,Cyprus,Rice,1.17,2145,2509.6499999999996
Mozambique,Denmark,Rice,0.1,2145,214.5
Myanmar,"China, mainland",Rice,12392.95,2145,26582877.75
Namibia,Angola,Rice,1.04,2145,2230.8
Nepal,Australia,Rice,0.85,2145,1823.25
Ecuador,Panama,Rice,0.0,2145,0.0
Ecuador,Spain,Rice,0.5,2145,1072.5
Fiji,Samoa,Rice,0.2,2145,429.0
Fiji,Tonga,Rice,0.1,2145,214.5
Fiji,Tuvalu,Rice,40.46,2145,86786.7
Finland,Spain,Rice,5.25,2145,11261.25
Finland,United States of America,Rice,0.0,2145,0.0
France,Netherlands (Kingdom of the),Rice,627.21,2145,1345365.4500000002
France,Portugal,Rice,26.53,2145,56906.850000000006
France,Romania,Rice,0.01,2145,21.45
France,Senegal,Rice,0.04,2145,85.8
France,Slovenia,Rice,0.02,2145,42.9
France,Spain,Rice,254.84,2145,546631.8
France,Switzerland,Rice,0.03,2145,64.35
France,United Kingdom of Great Britain and Northern Ireland,Rice,150.98,2145,323852.1
France,United States of America,Rice,26.55,2145,56949.75
Germany,Netherlands (Kingdom of the),Rice,32.94,2145,70656.29999999999
Germany,Nigeria,Rice,0.2,2145,429.0
Germany,Poland,Rice,8.79,2145,18854.55
Germany,Romania,Rice,0.02,2145,42.9
Germany,Serbia,Rice,1.33,2145,2852.8500000000004
Germany,Spain,Rice,5.94,2145,12741.300000000001
Germany,Switzerland,Rice,3.43,2145,7357.35
Germany,United Kingdom of Great Britain and Northern Ireland,Rice,0.02,2145,42.9
Ghana,South Africa,Rice,0.01,2145,21.45
Ghana,Togo,Rice,1424.55,2145,3055659.75
Greece,Netherlands (Kingdom of the),Rice,78.34,2145,168039.30000000002
Greece,Poland,Rice,141.13,2145,302723.85
Greece,Portugal,Rice,3056.06,2145,6555248.7
Greece,Romania,Rice,78.42,2145,168210.9
Greece,Sweden,Rice,0.62,2145,1329.9
Greece,United Kingdom of Great Britain and Northern Ireland,Rice,0.02,2145,42.9
Guyana,Suriname,Rice,30.0,2145,64350.0
Guyana,Trinidad and Tobago,Rice,3.77,2145,8086.65
Guyana,United States of America,Rice,0.0,2145,0.0
Hungary,Netherlands (Kingdom of the),Rice,25.14,2145,53925.3
Hungary,Poland,Rice,286.86,2145,615314.7000000001
Hungary,Serbia,Rice,50.52,2145,108365.40000000001
Hungary,Ukraine,Rice,0.24,2145,514.8
Hungary,United Kingdom of Great Britain and Northern Ireland,Rice,0.06,2145,128.7
India,New Zealand,Rice,1.31,2145,2809.9500000000003
India,Oman,Rice,0.38,2145,815.1
India,Panama,Rice,0.75,2145,1608.75
India,Philippines,Rice,9735.98,2145,20883677.099999998
India,Qatar,Rice,0.1,2145,214.5
India,Seychelles,Rice,0.51,2145,1093.95
India,Singapore,Rice,9.65,2145,20699.25
India,Sri Lanka,Rice,53.0,2145,113685.0
India,Togo,Rice,3.2,2145,6864.0
India,United Arab Emirates,Rice,0.69,2145,1480.05
India,United Kingdom of Great Britain and Northern Ireland,Rice,0.2,2145,429.0
India,United Republic of Tanzania,Rice,1.0,2145,2145.0
India,United States of America,Rice,17.03,2145,36529.350000000006
India,Viet Nam,Rice,746.08,2145,1600341.6
India,Zambia,Rice,0.35,2145,750.75
Indonesia,Philippines,Rice,0.01,2145,21.45
Indonesia,Singapore,Rice,0.1,2145,214.5
Indonesia,Timor-Leste,Rice,16.5,2145,35392.5
Indonesia,United States of America,Rice,0.01,2145,21.45
Iran (Islamic Republic of),Switzerland,Rice,0.02,2145,42.9
Iran (Islamic Republic of),United Arab Emirates,Rice,41.13,2145,88223.85
Iran (Islamic Republic of),United Kingdom of Great Britain and Northern Ireland,Rice,6.39,2145,13706.55
Ireland,United Kingdom of Great Britain and Northern Ireland,Rice,103.19,2145,221342.55
Israel,United States of America,Rice,0.0,2145,0.0
Italy,Netherlands (Kingdom of the),Rice,1287.72,2145,2762159.4
Italy,North Macedonia,Rice,16.0,2145,34320.0
Italy,Poland,Rice,25.72,2145,55169.399999999994
Italy,Portugal,Rice,3060.92,2145,6565673.4
Italy,Romania,Rice,323.68,2145,694293.6
Italy,Russian Federation,Rice,105.0,2145,225225.0
Italy,Serbia,Rice,0.27,2145,579.1500000000001
Italy,Slovakia,Rice,1.73,2145,3710.85
Italy,Slovenia,Rice,0.14,2145,300.3
Italy,Spain,Rice,2060.04,2145,4418785.8
Italy,Sweden,Rice,8.58,2145,18404.1
Italy,Switzerland,Rice,11.08,2145,23766.6
Italy,Türkiye,Rice,29.5,2145,63277.5
Italy,United Kingdom of Great Britain and Northern Ireland,Rice,0.01,2145,21.45
Italy,United States of America,Rice,0.96,2145,2059.2
Jamaica,Saint Lucia,Rice,2.77,2145,5941.65
Japan,Switzerland,Rice,0.51,2145,1093.95
Kazakhstan,Tajikistan,Rice,212.5,2145,455812.5
Kazakhstan,Uzbekistan,Rice,1528.02,2145,3277602.9
Kenya,Zimbabwe,Rice,0.02,2145,42.9
Kyrgyzstan,Russian Federation,Rice,72.0,2145,154440.0
Kyrgyzstan,United States of America,Rice,4.08,2145,8751.6
Lebanon,Senegal,Rice,9.03,2145,19369.35
Lebanon,Sierra Leone,Rice,0.14,2145,300.3
Lebanon,Sweden,Rice,11.44,2145,24538.8
Lebanon,United Kingdom of Great Britain and Northern Ireland,Rice,2.5,2145,5362.5
Malawi,South Africa,Rice,4.9,2145,10510.5
Malawi,United Kingdom of Great Britain and Northern Ireland,Rice,0.02,2145,42.9
Malawi,Zambia,Rice,5.64,2145,12097.8
Mauritius,Pakistan,Rice,9.78,2145,20978.1
Mozambique,Singapore,Rice,0.65,2145,1394.25
Mozambique,Switzerland,Rice,0.02,2145,42.9
Mozambique,Türkiye,Rice,0.28,2145,600.6
Mozambique,United Arab Emirates,Rice,0.07,2145,150.15
Mozambique,United Kingdom of Great Britain and Northern Ireland,Rice,0.1,2145,214.5
Myanmar,Pakistan,Rice,223.02,2145,478377.9
Namibia,Zambia,Rice,0.0,2145,0.0
Nicaragua,Costa Rica,Rice,0.0,2145,0.0
Nigeria,Benin,Rice,172.8,2145,370656.0
Nigeria,Canada,Rice,0.53,2145,1136.8500000000001
North Macedonia,Australia,Rice,0.5,2145,1072.5
Pakistan,Afghanistan,Rice,10.0,2145,21450.0
Paraguay,Brazil,Rice,46724.5,2145,100224052.5
Peru,Chile,Rice,0.32,2145,686.4
Philippines,Bangladesh,Rice,82.59,2145,177155.55000000002
Poland,Austria,Rice,1.35,2145,2895.75
Poland,Belgium,Rice,67.84,2145,145516.80000000002
Poland,Canada,Rice,0.02,2145,42.9
Poland,Czechia,Rice,48.87,2145,104826.15
Portugal,Angola,Rice,0.52,2145,1115.4
Portugal,Cabo Verde,Rice,1.38,2145,2960.1
Republic of Korea,"China, Hong Kong SAR",Rice,0.4,2145,858.0
Romania,Austria,Rice,0.57,2145,1222.6499999999999
Romania,Belgium,Rice,5.45,2145,11690.25
Romania,Bulgaria,Rice,109.18,2145,234191.1
Romania,Cyprus,Rice,0.02,2145,42.9
Romania,Denmark,Rice,0.12,2145,257.4
Rwanda,Democratic Republic of the Congo,Rice,7.35,2145,15765.75
Serbia,Bosnia and Herzegovina,Rice,0.45,2145,965.25
Serbia,Croatia,Rice,0.2,2145,429.0
Slovakia,Bulgaria,Rice,0.03,2145,64.35
Slovakia,Croatia,Rice,0.04,2145,85.8
Slovakia,Czechia,Rice,0.07,2145,150.15
Slovenia,Austria,Rice,0.15,2145,321.75
Slovenia,Croatia,Rice,0.05,2145,107.25
South Africa,Angola,Rice,0.32,2145,686.4
South Africa,Australia,Rice,1.0,2145,2145.0
South Africa,Botswana,Rice,156.73,2145,336185.85
South Africa,Democratic Republic of the Congo,Rice,306.11,2145,656605.9500000001
Spain,Argentina,Rice,111.7,2145,239596.5
Spain,Austria,Rice,0.05,2145,107.25
Spain,Belgium,Rice,0.2,2145,429.0
Spain,Canada,Rice,0.5,2145,1072.5
Spain,Cuba,Rice,21.24,2145,45559.799999999996
Spain,Czechia,Rice,0.0,2145,0.0
Spain,Denmark,Rice,0.0,2145,0.0
Sri Lanka,Australia,Rice,54.34,2145,116559.3
Sri Lanka,Bahrain,Rice,0.99,2145,2123.55
Sri Lanka,Canada,Rice,40.51,2145,86893.95
Sri Lanka,Denmark,Rice,12.8,2145,27456.0
Suriname,Croatia,Rice,750.0,2145,1608750.0
